id,genus,spp,tree_number,stem_number,dbh,health,alive,standing,old_plot_col,zone,plot,oldtag,dhas.1,dhas.2,notes,new_genus,new_species
Nys.syl.333.1,Nys,syl,333,1,68,0,0,1,M7,M,7,,,,,,
Jun.vir.334.1,Jun,vir,334,1,157,0,0,1,M7,M,7,,,,,,
Nys.syl.335.1,Nys,syl,335,1,112,1,1,,M7,M,7,,,,,,
Nys.syl.336.1,Nys,syl,336,1,78,0,0,1,M7,M,7,,,,A5336 one tree,,
Pin.tae.337.1,Pin,tae,337,1,391,7,1,1,M7,M,7,,,,,,
Mor.cer.454.1,Mor,cer,454,1,125,7,1,1,M7,M,7,,,,,,
Jun.vir.5832.1,Jun,vir,5832,1,,,,,M7,M,7,,,,,,
Jun.vir.5833.1,Jun,vir,5833,1,143,5,1,1,M7,M,7,,,,,,
Jun.vir.5834.1,Jun,vir,5834,1,93,0,0,1,M7,M,7,,,,,,
Jun.vir.5835.1,Jun,vir,5835,1,307,0,0,1,M7,M,7,,,,,Pin,tae
Uni.spp.5836.1,Uni,spp,5836,1,341,4,1,1,M7,M,7,,,,,Pin,tae
Jun.vir.914.1,Jun,vir,914,1,173,0,0,1,M7,M,7,,,,,,
Uni.spp.915.1,Uni,spp,915,1,100,0,0,1,M7,M,7,,,,,,
Uni.spp.920.1,Uni,spp,920,1,32,0,0,1,M7,M,7,,,,,,
Jun.vir.979.1,Jun,vir,979,1,,0,0,1,M7,M,7,,,,,,
Nys.syl.331.2,Nys,syl,331,2,175,0,0,1,M7,M,7,,,,merge 3rd stem!,,
Mor.cer.454.2,Mor,cer,454,2,54,8,1,1,M7,M,7,,,,,,
Nys.syl.331.3,Nys,syl,331,3,,,,,M7,M,7,,,,,,
Mor.cer.454.3,Mor,cer,454,3,56,7,1,1,M7,M,7,,,,,,
Pin.tae.255.1,Pin,tae,255,1,360,8,1,1,H0,H,0,,,,,,
Nys.syl.256.1,Nys,syl,256,1,79,8,1,1,H0,H,0,,,,,,
Nys.syl.257.1,Nys,syl,257,1,154,9,1,1,H0,H,0,,,,,,
Pin.tae.258.1,Pin,tae,258,1,443,9,1,1,H0,H,0,,,,,,
Nys.syl.259.1,Nys,syl,259,1,30,4,1,1,H0,H,0,,,,,,
Nys.syl.260.1,Nys,syl,260,1,261,8,1,1,H0,H,0,,,,,,
Nys.syl.261.1,Nys,syl,261,1,70,6,1,1,H0,H,0,,,,,,
Nys.syl.262.1,Nys,syl,262,1,189,0,0,1,H0,H,0,,,,,,
Nys.syl.263.1,Nys,syl,263,1,,0,0,0,H0,H,0,,,,,,
Pin.tae.264.1,Pin,tae,264,1,257,6,1,1,H0,H,0,,,,,,
Nys.syl.265.1,Nys,syl,265,1,130,0,0,1,H0,H,0,,,,,,
Pin.tae.266.1,Pin,tae,266,1,409,7,1,1,H0,H,0,,,,,,
Nys.syl.267.1,Nys,syl,267,1,179,8,1,1,H0,H,0,,,,,,
Nys.syl.268.1,Nys,syl,268,1,183,9,1,1,H0,H,0,,,,,,
Pin.tae.269.1,Pin,tae,269,1,568,9,1,1,H0,H,0,,,,,,
Pin.tae.270.1,Pin,tae,270,1,322,7,1,1,H0,H,0,,,,,,
Nys.syl.271.1,Nys,syl,271,1,206,9,1,1,H0,H,0,,,,,,
Pin.tae.272.1,Pin,tae,272,1,347,7,1,1,H0,H,0,,,,,,
Nys.syl.273.1,Nys,syl,273,1,148,9,1,1,H0,H,0,,,,,,
Nys.syl.274.1,Nys,syl,274,1,59,8,1,1,H0,H,0,,,,,,
Nys.syl.275.1,Nys,syl,275,1,77,8,1,1,H0,H,0,,,,,,
Pin.tae.276.1,Pin,tae,276,1,555,8,1,1,H0,H,0,,,,,,
Nys.syl.277.1,Nys,syl,277,1,29,6,1,1,H0,H,0,,,,,,
Nys.syl.278.1,Nys,syl,278,1,48,7,1,1,H0,H,0,,,,,,
Pin.tae.279.1,Pin,tae,279,1,543,8,1,1,H0,H,0,,,,,,
Pin.tae.280.1,Pin,tae,280,1,354,8,1,1,H0,H,0,,,,,,
Nys.syl.281.1,Nys,syl,281,1,53,8,1,1,H0,H,0,,,,,,
Nys.syl.282.1,Nys,syl,282,1,157,9,1,1,H0,H,0,,,,,,
Ace.rub.283.1,Ace,rub,283,1,234,9,1,1,H0,H,0,,,,,,
Uni.spp.284.1,Uni,spp,284,1,,,,,H0,H,0,,,,,,
Nys.syl.285.1,Nys,syl,285,1,309,9,1,1,H0,H,0,,,,,,
Pin.tae.286.1,Pin,tae,286,1,309,5,1,1,H0,H,0,,,,,,
Nys.syl.287.1,Nys,syl,287,1,216,7,1,1,H0,H,0,,,,,,
Nys.syl.288.1,Nys,syl,288,1,180,9,1,1,H0,H,0,,,,,,
Pin.tae.289.1,Pin,tae,289,1,554,8,1,1,H0,H,0,,,,,,
Pin.tae.290.1,Pin,tae,290,1,511,8,1,1,H0,H,0,,,,,,
Liq.sty.291.1,Liq,sty,291,1,234,7,1,1,H0,H,0,,,,,,
Ile.opa.292.1,Ile,opa,292,1,158,9,1,1,H0,H,0,,,,,,
Ace.pen.293.1,Ace,pen,293,1,130,7,1,1,H0,H,0,,,,,Liq,sty
Ile.opa.294.1,Ile,opa,294,1,107,8,1,1,H0,H,0,,,,,,
Ile.opa.295.1,Ile,opa,295,1,127,9,1,1,H0,H,0,,,,,,
Pin.tae.296.1,Pin,tae,296,1,278,8,1,1,H0,H,0,,,,,,
Ace.pen.297.1,Ace,pen,297,1,212,9,1,1,H0,H,0,,,,species change,Ace,rub
Ace.spp.298.1,Ace,spp,298,1,131,7,1,1,H0,H,0,,,,,Ace,rub
Ace.pen.299.1,Ace,pen,299,1,148,8,1,1,H0,H,0,,,,,Liq,sty
Pin.tae.300.1,Pin,tae,300,1,258,8,1,1,H0,H,0,,,,,,
Ile.opa.5840.1,Ile,opa,5840,1,88,7,1,1,H0,H,0,,,,,Nys,syl
Nys.syl.5841.1,Nys,syl,5841,1,99,8,1,1,H0,H,0,,,,,Ile,opa
Uni.spp.99.1,Uni,spp,99,1,,,,,H0,H,0,,,,missing,,
Nys.syl.257.2,Nys,syl,257,2,75,7,1,1,H0,H,0,,,,,,
Nys.syl.274.2,Nys,syl,274,2,41,3,1,1,H0,H,0,,,,,,
Nys.syl.281.2,Nys,syl,281,2,45,4,1,1,H0,H,0,,,,,,
Nys.syl.274.3,Nys,syl,274,3,38,0,0,1,H0,H,0,,,,,,
Pin.tae.5269.1,Pin,tae,5269,1,24,8,1,1,H0,H,0,,,,water potential tree,,
Pin.tae.102.1,Pin,tae,102,1,136,0,0,1,H2,H,2,,,,,,
Pin.tae.103.1,Pin,tae,103,1,,,,,H2,H,2,,,,,,
Uni.spp.104.1,Uni,spp,104,1,,,,,H2,H,2,,,,,,
Nys.syl.175.1,Nys,syl,175,1,184,8,1,1,H2,H,2,,,,,,
Pin.tae.176.1,Pin,tae,176,1,342,6,1,1,H2,H,2,,,,,,
Pin.tae.177.1,Pin,tae,177,1,362,7,1,1,H2,H,2,,,,,,
Nys.syl.178.1,Nys,syl,178,1,65,8,1,1,H2,H,2,,,,,,
Nys.syl.179.1,Nys,syl,179,1,54,9,1,1,H2,H,2,,,,,,
Pin.tae.180.1,Pin,tae,180,1,249,4,1,1,H2,H,2,,,,,,
Nys.syl.181.1,Nys,syl,181,1,88,6,1,1,H2,H,2,,,,,,
Pin.tae.182.1,Pin,tae,182,1,297,4,1,1,H2,H,2,,,,,,
Pin.tae.183.1,Pin,tae,183,1,324,4,1,1,H2,H,2,,,,,,
Nys.syl.184.1,Nys,syl,184,1,152,7,1,1,H2,H,2,,,,,,
Nys.syl.185.1,Nys,syl,185,1,118,5,1,1,H2,H,2,,,,,,
Nys.syl.186.1,Nys,syl,186,1,52,2,1,1,H2,H,2,,,,,,
Nys.syl.187.1,Nys,syl,187,1,74,2,1,1,H2,H,2,,,,,,
Nys.syl.188.1,Nys,syl,188,1,65,3,1,1,H2,H,2,,,,,,
Nys.syl.189.1,Nys,syl,189,1,73,4,1,1,H2,H,2,,,,,,
Nys.syl.190.1,Nys,syl,190,1,95,4,1,1,H2,H,2,,,,,,
Nys.syl.191.1,Nys,syl,191,1,77,3,1,1,H2,H,2,,,,,,
Nys.syl.192.1,Nys,syl,192,1,52,3,1,1,H2,H,2,,,,,,
Pin.tae.193.1,Pin,tae,193,1,452,8,1,1,H2,H,2,,,,,,
Pin.tae.194.1,Pin,tae,194,1,267,6,1,1,H2,H,2,,,,,,
Nys.syl.195.1,Nys,syl,195,1,104,7,1,1,H2,H,2,,,,,,
Pin.tae.196.1,Pin,tae,196,1,312,5,1,1,H2,H,2,,,,,,
Pin.tae.201.1,Pin,tae,201,1,161,4,1,1,H2,H,2,,,,,,
Pin.tae.202.1,Pin,tae,202,1,358,3,1,1,H2,H,2,,,,,,
Pin.tae.203.1,Pin,tae,203,1,449,7,1,1,H2,H,2,,,,,,
Pin.tae.204.1,Pin,tae,204,1,443,6,1,1,H2,H,2,,,,,,
Nys.syl.205.1,Nys,syl,205,1,202,8,1,1,H2,H,2,,,,,,
Nys.syl.206.1,Nys,syl,206,1,98,4,1,1,H2,H,2,,,,,,
Nys.syl.207.1,Nys,syl,207,1,98,9,1,1,H2,H,2,,,,,,
Pin.tae.208.1,Pin,tae,208,1,470,8,1,1,H2,H,2,,,,,,
Nys.syl.210.1,Nys,syl,210,1,204,10,1,1,H2,H,2,,,,,,
Pin.tae.5839.1,Pin,tae,5839,1,,,,,H2,H,2,,,,,,
Pin.tae.5859.1,Pin,tae,5859,1,335,7,1,1,H2,H,2,,,,,,
Nys.syl.192.2,Nys,syl,192,2,41,3,1,1,H2,H,2,,,,,,
Pin.tae.101.1,Pin,tae,101,1,,,,,H3,H,3,,,,confirmed kill,,
Nys.syl.153.1,Nys,syl,153,1,,9,1,1,H3,H,3,,,,,,
Pin.tae.154.1,Pin,tae,154,1,261,6,1,1,H3,H,3,,,,,,
Nys.syl.155.1,Nys,syl,155,1,214,8,1,1,H3,H,3,,,,,,
Pin.tae.156.1,Pin,tae,156,1,,,,,H3,H,3,,,,out of plot -> missing,,
Pin.tae.157.1,Pin,tae,157,1,415,8,1,1,H3,H,3,,,,,,
Pin.tae.158.1,Pin,tae,158,1,334,6,1,1,H3,H,3,,,,,,
Nys.syl.159.1,Nys,syl,159,1,399,9,1,1,H3,H,3,,,,,,
Pin.tae.160.1,Pin,tae,160,1,491,8,1,1,H3,H,3,,,,,,
Pin.tae.161.1,Pin,tae,161,1,234,6,1,1,H3,H,3,,,,,,
Ile.opa.162.1,Ile,opa,162,1,97,9,1,1,H3,H,3,,,,,,
Pin.tae.163.1,Pin,tae,163,1,368,5,1,1,H3,H,3,,,,,,
Pin.tae.164.1,Pin,tae,164,1,466,7,1,1,H3,H,3,,,,,,
Ile.opa.165.1,Ile,opa,165,1,52,6,1,1,H3,H,3,,,,split in half,,
Ile.opa.166.1,Ile,opa,166,1,133,6,1,1,H3,H,3,,,,split in half,,
Pin.tae.167.1,Pin,tae,167,1,386,6,1,1,H3,H,3,,,,,,
Nys.syl.168.1,Nys,syl,168,1,285,6,1,1,H3,H,3,,,,,,
Pin.tae.169.1,Pin,tae,169,1,340,7,1,1,H3,H,3,,,,,,
Pin.tae.170.1,Pin,tae,170,1,183,0,0,1,H3,H,3,,,,,,
Pin.tae.171.1,Pin,tae,171,1,334,7,1,1,H3,H,3,,,,,,
Pin.tae.172.1,Pin,tae,172,1,433,8,1,1,H3,H,3,,,,,,
Pin.tae.173.1,Pin,tae,173,1,417,5,1,1,H3,H,3,,,,,,
Pin.tae.174.1,Pin,tae,174,1,305,7,1,1,H3,H,3,,,,,,
Pin.tae.509.1,Pin,tae,509,1,,0,0,1,H3,H,3,,,,,,
Pin.tae.510.1,Pin,tae,510,1,,,,,H3,H,3,,,,confirmed kill,,
Pin.tae.511.1,Pin,tae,511,1,,0,0,1,H3,H,3,,,,second trunk of 172,,
Uni.spp.512.1,Uni,spp,512,1,,,,,H3,H,3,,,,,,
Uni.spp.575.1,Uni,spp,575,1,,,,,H3,H,3,,,,,,
Pin.tae.5842.1,Pin,tae,5842,1,194,0,0,1,H3,H,3,,,,,,
Nys.syl.153.2,Nys,syl,153,2,130,8,1,1,H3,H,3,,,,,,
Uni.spp.512.2,Uni,spp,512,2,,,,,H3,H,3,,,,,,
Nys.syl.153.3,Nys,syl,153,3,129,7,1,1,H3,H,3,,,,,,
Liq.sty.108.1,Liq,sty,108,1,73,4,1,1,H4,H,4,,,,,,
Ile.opa.109.1,Ile,opa,109,1,23,5,1,1,H4,H,4,,,,,,
Ile.opa.110.1,Ile,opa,110,1,25,5,1,1,H4,H,4,,,,,,
Ile.opa.111.1,Ile,opa,111,1,171,10,1,1,H4,H,4,,,,,,
Pin.tae.112.1,Pin,tae,112,1,,,,,H4,H,4,,,,,,
Pin.tae.113.1,Pin,tae,113,1,585,9,1,1,H4,H,4,,,,,,
Ace.rub.114.1,Ace,rub,114,1,138,0,0,1,H4,H,4,,,,,,
Pin.tae.115.1,Pin,tae,115,1,326,6,1,1,H4,H,4,,,,,,
Pin.tae.116.1,Pin,tae,116,1,289,6,1,1,H4,H,4,,,,,,
Nys.syl.117.1,Nys,syl,117,1,94,9,1,1,H4,H,4,,,,,,
Pin.tae.118.1,Pin,tae,118,1,408,7,1,1,H4,H,4,,,,,,
Ace.rub.119.1,Ace,rub,119,1,239,8,1,1,H4,H,4,,,,,,
Ace.rub.120.1,Ace,rub,120,1,,0,0,0,H4,H,4,,,,,,
Ace.rub.121.1,Ace,rub,121,1,132,9,1,1,H4,H,4,,,,,,
Liq.sty.122.1,Liq,sty,122,1,89,7,1,1,H4,H,4,,,,,,
Nys.syl.123.1,Nys,syl,123,1,137,9,1,1,H4,H,4,,,,,,
Liq.sty.124.1,Liq,sty,124,1,165,8,1,1,H4,H,4,,,,,,
Pin.tae.125.1,Pin,tae,125,1,533,9,1,1,H4,H,4,,,,,,
Pin.tae.126.1,Pin,tae,126,1,246,6,1,1,H4,H,4,,,,,,
Ile.opa.127.1,Ile,opa,127,1,123,7,1,1,H4,H,4,,,,,,
Pin.tae.128.1,Pin,tae,128,1,480,9,1,1,H4,H,4,,,,,,
Liq.sty.129.1,Liq,sty,129,1,150,8,1,1,H4,H,4,,,,,,
Uni.spp.130.1,Uni,spp,130,1,207,0,0,1,H4,H,4,,,,,Ace,rub
Ace.rub.131.1,Ace,rub,131,1,,,,,H4,H,4,,,,dead,,
Pin.tae.132.1,Pin,tae,132,1,307,0,0,1,H4,H,4,,,,,,
Pin.tae.133.1,Pin,tae,133,1,,,,,H4,H,4,,,,confirmed kill,,
Liq.sty.134.1,Liq,sty,134,1,102,9,1,1,H4,H,4,,,,,,
Ile.opa.135.1,Ile,opa,135,1,100,9,1,1,H4,H,4,,,,,,
Nys.syl.136.1,Nys,syl,136,1,,,,,H4,H,4,,,,,,
Pin.tae.137.1,Pin,tae,137,1,297,7,1,1,H4,H,4,,,,,,
Liq.sty.138.1,Liq,sty,138,1,107,7,1,1,H4,H,4,,,,,,
Liq.sty.139.1,Liq,sty,139,1,77,5,1,1,H4,H,4,,,,,,
Ace.rub.140.1,Ace,rub,140,1,209,10,1,1,H4,H,4,,,,,,
Pin.tae.141.1,Pin,tae,141,1,260,4,1,1,H4,H,4,,,,,,
Liq.sty.142.1,Liq,sty,142,1,73,3,1,1,H4,H,4,,,,,,
Liq.sty.143.1,Liq,sty,143,1,79,6,1,1,H4,H,4,,,,,,
Pin.tae.144.1,Pin,tae,144,1,528,7,1,1,H4,H,4,,,,,,
Liq.sty.145.1,Liq,sty,145,1,110,9,1,1,H4,H,4,,,,,,
Pin.tae.146.1,Pin,tae,146,1,,,,,H4,H,4,,,,,,
Liq.sty.147.1,Liq,sty,147,1,132,8,1,1,H4,H,4,,,,,,
Pin.tae.148.1,Pin,tae,148,1,388,9,1,1,H4,H,4,,,,,,
Ile.opa.149.1,Ile,opa,149,1,70,10,1,1,H4,H,4,,,,,,
Pin.tae.150.1,Pin,tae,150,1,391,7,1,1,H4,H,4,,,,,,
Ace.rub.151.1,Ace,rub,151,1,91,10,1,1,H4,H,4,,,,,,
Ace.rub.152.1,Ace,rub,152,1,99,9,1,1,H4,H,4,,,,,,
Nys.syl.507.1,Nys,syl,507,1,122,5,1,1,H4,H,4,,,,,,
Pin.tae.508.1,Pin,tae,508,1,352,6,1,1,H4,H,4,,,,,,
Nys.syl.992.1,Nys,syl,992,1,194,6,1,1,H4,H,4,,,,,,
Ace.rub.119.2,Ace,rub,119,2,104,0,0,1,H4,H,4,,,,,,
Ace.rub.140.2,Ace,rub,140,2,87,9,1,1,H4,H,4,,,,,,
Ile.opa.149.2,Ile,opa,149,2,64,10,1,1,H4,H,4,,,,,,
Ace.rub.151.2,Ace,rub,151,2,64,9,1,1,H4,H,4,,,,,,
Ile.opa.149.3,Ile,opa,149,3,44,6,1,1,H4,H,4,,,,,,
Pin.tae.548.1,Pin,tae,548,1,384,6,1,1,H5,H,5,,,,,,
Pin.tae.549.1,Pin,tae,549,1,448,7,1,1,H5,H,5,,,,,,
Pin.tae.550.1,Pin,tae,550,1,338,5,1,1,H5,H,5,,,,,,
Ile.opa.551.1,Ile,opa,551,1,32,8,1,1,H5,H,5,,,,,,
Pin.tae.552.1,Pin,tae,552,1,389,4,1,1,H5,H,5,,,,,,
Pin.tae.553.1,Pin,tae,553,1,310,4,1,1,H5,H,5,,,,,,
Nys.syl.554.1,Nys,syl,554,1,107,9,1,1,H5,H,5,,,,,,
Pin.tae.555.1,Pin,tae,555,1,390,4,1,1,H5,H,5,,,,,,
Pin.tae.556.1,Pin,tae,556,1,194,3,1,1,H5,H,5,,,,,,
Nys.syl.557.1,Nys,syl,557,1,93,7,1,1,H5,H,5,,,,out of plot,,
Pin.tae.558.1,Pin,tae,558,1,338,8,1,1,H5,H,5,,,,,,
Ace.rub.559.1,Ace,rub,559,1,,,,,H5,H,5,,,,,,
Pin.tae.560.1,Pin,tae,560,1,380,8,1,1,H5,H,5,,,,,,
Pin.tae.561.1,Pin,tae,561,1,153,0,0,1,H5,H,5,,,,,,
Pin.tae.562.1,Pin,tae,562,1,359,5,1,1,H5,H,5,,,,,,
Nys.syl.563.1,Nys,syl,563,1,161,10,1,1,H5,H,5,,,,,,
Ile.opa.564.1,Ile,opa,564,1,105,9,1,1,H5,H,5,,,,,,
Pin.tae.565.1,Pin,tae,565,1,317,6,1,1,H5,H,5,,,,,,
Pin.tae.566.1,Pin,tae,566,1,79,0,0,1,H5,H,5,,,,,,
Nys.syl.567.1,Nys,syl,567,1,190,6,1,1,H5,H,5,,,,out of plot (H2),,
Pin.tae.568.1,Pin,tae,568,1,277,6,1,1,H5,H,5,,,,,,
Pin.tae.569.1,Pin,tae,569,1,295,6,1,1,H5,H,5,,,,,,
Pin.tae.570.1,Pin,tae,570,1,454,7,1,1,H5,H,5,,,,,,
Ile.opa.571.1,Ile,opa,571,1,113,9,1,1,H5,H,5,,,,,,
Liq.sty.572.1,Liq,sty,572,1,,,,,H5,H,5,,,,,,
Pin.tae.573.1,Pin,tae,573,1,356,7,1,1,H5,H,5,,,,,,
Pin.tae.907.1,Pin,tae,907,1,,,,,H5,H,5,,,,,,
Ace.rub.912.1,Ace,rub,912,1,198,0,0,1,H5,H,5,,,,,,
Ile.opa.571.2,Ile,opa,571,2,115,9,1,1,H5,H,5,,,,,,
Ace.spp.516.1,Ace,spp,516,1,220,0,0,1,H6,H,6,,,,,,
Pin.tae.517.1,Pin,tae,517,1,359,0,0,1,H6,H,6,,,,,,
Pin.tae.518.1,Pin,tae,518,1,128,7,1,1,H6,H,6,,,,,,
Nys.syl.519.1,Nys,syl,519,1,147,7,1,1,H6,H,6,,,,,,
Pin.tae.520.1,Pin,tae,520,1,,,,,H6,H,6,,,,,,
Ile.opa.521.1,Ile,opa,521,1,68,8,1,1,H6,H,6,,,,,,
Uni.spp.522.1,Uni,spp,522,1,,,,,H6,H,6,,,,,,
Pin.tae.523.1,Pin,tae,523,1,498,0,0,1,H6,H,6,,,,,,
Uni.spp.524.1,Uni,spp,524,1,,,,,H6,H,6,,,,,,
Nys.syl.525.1,Nys,syl,525,1,150,6,1,1,H6,H,6,,,,,,
Pin.tae.526.1,Pin,tae,526,1,312,0,0,1,H6,H,6,,,,,,
Pin.tae.527.1,Pin,tae,527,1,355,6,1,1,H6,H,6,,,,,,
Ile.opa.528.1,Ile,opa,528,1,,,,,H6,H,6,,,,new tag 604,,
Pin.tae.529.1,Pin,tae,529,1,371,7,1,1,H6,H,6,,,,,,
Nys.syl.530.1,Nys,syl,530,1,53,0,0,1,H6,H,6,,,,,,
Nys.syl.531.1,Nys,syl,531,1,215,9,1,1,H6,H,6,,,,,,
Jun.vir.532.1,Jun,vir,532,1,,,,,H6,H,6,,,,,,
Nys.syl.533.1,Nys,syl,533,1,215,6,1,1,H6,H,6,,,,,,
Nys.syl.534.1,Nys,syl,534,1,227,5,1,1,H6,H,6,,,,,,
Pin.tae.535.1,Pin,tae,535,1,380,7,1,1,H6,H,6,,,,,,
Nys.syl.536.1,Nys,syl,536,1,65,5,1,1,H6,H,6,,,,,,
Nys.syl.537.1,Nys,syl,537,1,,,,,H6,H,6,,,,,,
Pin.tae.538.1,Pin,tae,538,1,462,9,1,1,H6,H,6,,,,,,
Jun.vir.539.1,Jun,vir,539,1,67,8,1,1,H6,H,6,,,,water potential tree,,
Ile.opa.540.1,Ile,opa,540,1,42,6,1,1,H6,H,6,,,,,,
Jun.vir.541.1,Jun,vir,541,1,48,6,1,1,H6,H,6,,,,,,
Nys.syl.542.1,Nys,syl,542,1,269,8,1,1,H6,H,6,,,,,,
Pin.tae.543.1,Pin,tae,543,1,282,5,1,1,H6,H,6,,,,,,
Nys.syl.544.1,Nys,syl,544,1,132,9,1,1,H6,H,6,,,,,,
Pin.tae.545.1,Pin,tae,545,1,439,7,1,1,H6,H,6,,,,,,
Pin.tae.546.1,Pin,tae,546,1,233,6,1,1,H6,H,6,,,,,,
Nys.syl.547.1,Nys,syl,547,1,67,5,1,1,H6,H,6,,,,,,
Ile.opa.521.2,Ile,opa,521,2,59,9,1,1,H6,H,6,,,,,,
Pin.tae.529.2,Pin,tae,529,2,363,7,1,1,H6,H,6,,,,,,
Nys.syl.533.2,Nys,syl,533,2,143,7,1,1,H6,H,6,,,,,,
Ile.opa.604.1,Ile,opa,604,1,81,10,1,1,H6,H,6,,,,,,
Nys.syl.451.1,Nys,syl,451,1,32,4,1,1,H6,H,6,,,,,,
Pin.tae.5307.1,Pin,tae,5307,1,20,8,1,1,H6,H,6,,,,,,
Pin.tae.459.1,Pin,tae,459,1,407,5,1,1,H7,H,7,,,,,,
Pin.tae.460.1,Pin,tae,460,1,490,8,1,1,H7,H,7,,,,,,
Uni.spp.877.1,Uni,spp,877,1,159,0,0,1,H7,H,7,,,,,Nys,syl
Pin.tae.878.1,Pin,tae,878,1,,0,0,0,H7,H,7,,,,confirmed kill,,
Nys.syl.879.1,Nys,syl,879,1,228,6,1,1,H7,H,7,,,,,,
Nys.syl.880.1,Nys,syl,880,1,131,0,0,1,H7,H,7,,,,,,
Pin.tae.881.1,Pin,tae,881,1,328,6,1,1,H7,H,7,,,,,,
Jun.vir.882.1,Jun,vir,882,1,34,5,1,1,H7,H,7,,,,,,
Que.spp.883.1,Que,spp,883,1,66,4,1,1,H7,H,7,,,,Que.mic?,,
Pin.tae.884.1,Pin,tae,884,1,440,7,1,1,H7,H,7,,,,,,
Pin.tae.885.1,Pin,tae,885,1,81,8,0,1,H7,H,7,,,,,,
Pin.tae.886.1,Pin,tae,886,1,175,6,1,1,H7,H,7,,,,,,
Pin.tae.887.1,Pin,tae,887,1,337,7,1,1,H7,H,7,,,,,,
Uni.spp.888.1,Uni,spp,888,1,,0,0,1,H7,H,7,,,,,,
Nys.syl.889.1,Nys,syl,889,1,92,5,1,1,H7,H,7,,,,,,
Nys.syl.890.1,Nys,syl,890,1,186,0,0,1,H7,H,7,,,,,,
Pin.tae.891.1,Pin,tae,891,1,480,7,1,1,H7,H,7,,,,,,
Pin.tae.892.1,Pin,tae,892,1,397,7,1,1,H7,H,7,,,,,,
Pin.tae.893.1,Pin,tae,893,1,362,5,1,1,H7,H,7,,,,,,
Nys.syl.895.1,Nys,syl,895,1,,4,1,1,H7,H,7,,,,poison ivy,,
Pin.tae.896.1,Pin,tae,896,1,337,6,1,1,H7,H,7,,,,,,
Uni.spp.897.1,Uni,spp,897,1,,0,0,0,H7,H,7,,,,,,
Pin.tae.898.1,Pin,tae,898,1,375,7,1,1,H7,H,7,,,,,,
Nys.syl.902.1,Nys,syl,902,1,85,5,1,1,H7,H,7,,,,,,
Uni.spp.903.1,Uni,spp,903,1,,0,0,0,H7,H,7,,,,,,
Que.bic.906.1,Que,bic,906,1,275,0,0,1,H7,H,7,,,,,,
Uni.spp.917.1,Uni,spp,917,1,98,7,1,1,H7,H,7,,,,,Nys,syl
